	chembl_tid	entry	entry_name	protein_names	protein_families	organism	ec_number	gene_names(primary)	gene_ontology(molecular_function)	primary_name	#mmp	#mms	machine1	machine2
45	CHEMBL226	P30542	AA1R_HUMAN	Adenosine receptor A1	G-protein coupled receptor 1 family	Homo sapiens (Human)		ADORA1	G-protein beta/gamma-subunit complex binding [GO:0031683]; G protein-coupled adenosine receptor activity [GO:0001609]; G protein-coupled receptor binding [GO:0001664]; heat shock protein binding [GO:0031072]; heterotrimeric G-protein binding [GO:0032795]; neurotransmitter receptor activity involved in regulation of presynaptic cytosolic calcium ion concentration [GO:0099582]; protein heterodimerization activity [GO:0046982]; purine nucleoside binding [GO:0001883]	Adenosine receptor A1	320	44	False	True
46	CHEMBL3371	P50406	5HT6R_HUMAN	5-hydroxytryptamine receptor 6 (5-HT-6) (5-HT6) (Serotonin receptor 6)	G-protein coupled receptor 1 family	Homo sapiens (Human)		HTR6	G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]	5-hydroxytryptamine receptor 6	317	30	True	False
47	CHEMBL4308	P46663	BKRB1_HUMAN	B1 bradykinin receptor (B1R) (BK-1 receptor)	G-protein coupled receptor 1 family, Bradykinin receptor subfamily, BDKRB1 sub-subfamily	Homo sapiens (Human)		BDKRB1	bradykinin receptor activity [GO:0004947]; G protein-coupled receptor activity [GO:0004930]; peptide binding [GO:0042277]	B1 bradykinin receptor	311	13	False	True
48	CHEMBL2954	P25774	CATS_HUMAN	Cathepsin S (EC 3.4.22.27)	Peptidase C1 family	Homo sapiens (Human)	3.4.22.27	CTSS	collagen binding [GO:0005518]; cysteine-type endopeptidase activity [GO:0004197]; fibronectin binding [GO:0001968]; laminin binding [GO:0043236]; proteoglycan binding [GO:0043394]; serine-type endopeptidase activity [GO:0004252]	Cathepsin S	306	53	True	False
49	CHEMBL219	P21917	DRD4_HUMAN	D(4) dopamine receptor (D(2C) dopamine receptor) (Dopamine D4 receptor)	G-protein coupled receptor 1 family	Homo sapiens (Human)		DRD4	dopamine binding [GO:0035240]; dopamine neurotransmitter receptor activity [GO:0004952]; dopamine neurotransmitter receptor activity, coupled via Gi/Go [GO:0001591]; epinephrine binding [GO:0051379]; G protein-coupled serotonin receptor activity [GO:0004993]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; neurotransmitter receptor activity [GO:0030594]; norepinephrine binding [GO:0051380]; potassium channel regulator activity [GO:0015459]; SH3 domain binding [GO:0017124]	D(4) dopamine receptor	302	40	False	True
50	CHEMBL4072	P07858	CATB_HUMAN	Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	Peptidase C1 family	Homo sapiens (Human)	3.4.22.1	CTSB	collagen binding [GO:0005518]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; peptidase activity [GO:0008233]; proteoglycan binding [GO:0043394]	Cathepsin B	287	43	True	False
51	CHEMBL2016	P00740	FA9_HUMAN	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	Peptidase S1 family	Homo sapiens (Human)	3.4.21.22	F9	calcium ion binding [GO:0005509]; endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252]	Coagulation factor IX	285	16	False	True
52	CHEMBL232	P35368	ADA1B_HUMAN	Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Alpha-1B adrenoceptor)	G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRA1B sub-subfamily	Homo sapiens (Human)		ADRA1B	alpha1-adrenergic receptor activity [GO:0004937]; G protein-coupled receptor activity [GO:0004930]; protein heterodimerization activity [GO:0046982]	Alpha-1B adrenergic receptor	284	15	True	False
53	CHEMBL275	Q07343	PDE4B_HUMAN	cAMP-specific 3',5'-cyclic phosphodiesterase 4B (EC 3.1.4.53) (DPDE4) (PDE32)	Cyclic nucleotide phosphodiesterase family, PDE4 subfamily	Homo sapiens (Human)	3.1.4.53	PDE4B	3',5'-cyclic-AMP phosphodiesterase activity [GO:0004115]; 3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; cAMP binding [GO:0030552]; gamma-tubulin binding [GO:0043015]; metal ion binding [GO:0046872]; transmembrane transporter binding [GO:0044325]	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	281	3	False	True
54	CHEMBL335	P18031	PTN1_HUMAN	Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B)	Protein-tyrosine phosphatase family, Non-receptor class 1 subfamily	Homo sapiens (Human)	3.1.3.48	PTPN1	cadherin binding [GO:0045296]; enzyme binding [GO:0019899]; ephrin receptor binding [GO:0046875]; insulin receptor binding [GO:0005158]; protein kinase binding [GO:0019901]; protein phosphatase 2A binding [GO:0051721]; protein tyrosine phosphatase activity [GO:0004725]; receptor tyrosine kinase binding [GO:0030971]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]	Tyrosine-protein phosphatase non-receptor type 1	278	23	True	False
55	CHEMBL1871	P10275	ANDR_HUMAN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	Nuclear hormone receptor family, NR3 subfamily	Homo sapiens (Human)		AR	androgen binding [GO:0005497]; ATPase binding [GO:0051117]; beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; enzyme binding [GO:0019899]; nuclear receptor activity [GO:0004879]; POU domain binding [GO:0070974]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II general transcription initiation factor binding [GO:0001091]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; signaling receptor binding [GO:0005102]; steroid binding [GO:0005496]; transcription cis-regulatory region binding [GO:0000976]; transcription coactivator binding [GO:0001223]; transcription factor binding [GO:0008134]; zinc ion binding [GO:0008270]	Androgen receptor	268	23	False	True
56	CHEMBL225	P28335	5HT2C_HUMAN	5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C)	G-protein coupled receptor 1 family	Homo sapiens (Human)		HTR2C	1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding [GO:0071886]; G protein-coupled serotonin receptor activity [GO:0004993]; Gq/11-coupled serotonin receptor activity [GO:0001587]; identical protein binding [GO:0042802]; neurotransmitter receptor activity [GO:0030594]; serotonin binding [GO:0051378]	5-hydroxytryptamine receptor 2C	264	54	True	False
57	CHEMBL3759	Q9H3N8	HRH4_HUMAN	Histamine H4 receptor (H4R) (HH4R) (AXOR35) (G-protein coupled receptor 105) (GPRv53) (Pfi-013) (SP9144)	G-protein coupled receptor 1 family	Homo sapiens (Human)		HRH4	G protein-coupled acetylcholine receptor activity [GO:0016907]; G protein-coupled serotonin receptor activity [GO:0004993]; histamine receptor activity [GO:0004969]; neurotransmitter receptor activity [GO:0030594]	Histamine H4 receptor	258	45	False	True
58	CHEMBL3105	P09874	PARP1_HUMAN	Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-)	ARTD/PARP family	Homo sapiens (Human)	2.4.2.30; 2.4.2.-	PARP1	DNA binding [GO:0003677]; enzyme binding [GO:0019899]; estrogen receptor binding [GO:0030331]; histone deacetylase binding [GO:0042826]; identical protein binding [GO:0042802]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; NAD binding [GO:0051287]; NAD DNA ADP-ribosyltransferase activity [GO:0140294]; protein ADP-ribosylase activity [GO:1990404]; protein kinase binding [GO:0019901]; protein N-terminus binding [GO:0047485]; RNA binding [GO:0003723]; R-SMAD binding [GO:0070412]; transcription factor binding [GO:0008134]; zinc ion binding [GO:0008270]	Poly [ADP-ribose] polymerase 1	248	17	True	False
59	CHEMBL259	P32245	MC4R_HUMAN	Melanocortin receptor 4 (MC4-R)	G-protein coupled receptor 1 family	Homo sapiens (Human)		MC4R	G protein-coupled receptor activity [GO:0004930]; melanocortin receptor activity [GO:0004977]; melanocyte-stimulating hormone receptor activity [GO:0004980]; neuropeptide binding [GO:0042923]; peptide hormone binding [GO:0017046]; ubiquitin protein ligase binding [GO:0031625]	Melanocortin receptor 4	248	27	False	True
60	CHEMBL1997	Q99808	S29A1_HUMAN	Equilibrative nucleoside transporter 1 (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)	SLC29A/ENT transporter (TC 2.A.57) family	Homo sapiens (Human)		SLC29A1	AMP transmembrane transporter activity [GO:0080122]; neurotransmitter transmembrane transporter activity [GO:0005326]; nucleoside transmembrane transporter activity [GO:0005337]; purine nucleoside transmembrane transporter activity [GO:0015211]; uridine transmembrane transporter activity [GO:0015213]	Equilibrative nucleoside transporter 1	243	2	True	False
61	CHEMBL238	Q01959	SC6A3_HUMAN	Sodium-dependent dopamine transporter (DA transporter) (DAT) (Solute carrier family 6 member 3)	Sodium:neurotransmitter symporter (SNF) (TC 2.A.22) family, SLC6A3 subfamily	Homo sapiens (Human)		SLC6A3	dopamine:sodium symporter activity [GO:0005330]; dopamine binding [GO:0035240]; metal ion binding [GO:0046872]; monoamine transmembrane transporter activity [GO:0008504]; neurotransmitter transmembrane transporter activity [GO:0005326]; norepinephrine:sodium symporter activity [GO:0005334]; protease binding [GO:0002020]; protein-containing complex binding [GO:0044877]; protein N-terminus binding [GO:0047485]; protein phosphatase 2A binding [GO:0051721]; signaling receptor binding [GO:0005102]	Sodium-dependent dopamine transporter	234	32	False	True
62	CHEMBL1855	P30968	GNRHR_HUMAN	Gonadotropin-releasing hormone receptor (GnRH receptor) (GnRH-R)	G-protein coupled receptor 1 family	Homo sapiens (Human)		GNRHR	gonadotropin-releasing hormone receptor activity [GO:0004968]; G protein-coupled receptor activity [GO:0004930]; peptide binding [GO:0042277]	Gonadotropin-releasing hormone receptor	231	21	True	False
63	CHEMBL260	Q16539	MK14_HUMAN	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Cytokine suppressive anti-inflammatory drug-binding protein) (CSAID-binding protein) (CSBP) (MAP kinase MXI2) (MAX-interacting protein 2) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha) (Stress-activated protein kinase 2a) (SAPK2a)	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily	Homo sapiens (Human)	2.7.11.24	MAPK14	ATP binding [GO:0005524]; enzyme binding [GO:0019899]; MAP kinase activity [GO:0004707]; MAP kinase kinase activity [GO:0004708]; mitogen-activated protein kinase p38 binding [GO:0048273]; NFAT protein binding [GO:0051525]; protein phosphatase binding [GO:0019903]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	Mitogen-activated protein kinase 14	224	18	False	True
64	CHEMBL3891	P07384	CAN1_HUMAN	Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP)	Peptidase C2 family	Homo sapiens (Human)	3.4.22.52	CAPN1	calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; calcium ion binding [GO:0005509]; peptidase activity [GO:0008233]	Calpain-1 catalytic subunit	214	7	True	False
65	CHEMBL2000	P03952	KLKB1_HUMAN	Plasma kallikrein (EC 3.4.21.34) (Fletcher factor) (Kininogenin) (Plasma prekallikrein) (PKK) [Cleaved into: Plasma kallikrein heavy chain; Plasma kallikrein light chain]	Peptidase S1 family, Plasma kallikrein subfamily	Homo sapiens (Human)	3.4.21.34	KLKB1	serine-type endopeptidase activity [GO:0004252]	Plasma kallikrein	211	9	False	True
66	CHEMBL1875	Q13639	5HT4R_HUMAN	5-hydroxytryptamine receptor 4 (5-HT-4) (5-HT4) (Serotonin receptor 4)	G-protein coupled receptor 1 family	Homo sapiens (Human)		HTR4	G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; serotonin binding [GO:0051378]	5-hydroxytryptamine receptor 4	208	8	True	False
67	CHEMBL2052031	Q13451	FKBP5_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase)		Homo sapiens (Human)	5.2.1.8	FKBP5	FK506 binding [GO:0005528]; heat shock protein binding [GO:0031072]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	Peptidyl-prolyl cis-trans isomerase FKBP5	207	2	False	True
68	CHEMBL2842	P42345	MTOR_HUMAN	Serine/threonine-protein kinase mTOR (EC 2.7.11.1) (FK506-binding protein 12-rapamycin complex-associated protein 1) (FKBP12-rapamycin complex-associated protein) (Mammalian target of rapamycin) (mTOR) (Mechanistic target of rapamycin) (Rapamycin and FKBP12 target 1) (Rapamycin target protein 1)	PI3/PI4-kinase family	Homo sapiens (Human)	2.7.11.1	MTOR	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; phosphoprotein binding [GO:0051219]; protein domain specific binding [GO:0019904]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]; ribosome binding [GO:0043022]; RNA polymerase III type 1 promoter sequence-specific DNA binding [GO:0001002]; RNA polymerase III type 2 promoter sequence-specific DNA binding [GO:0001003]; RNA polymerase III type 3 promoter sequence-specific DNA binding [GO:0001006]; TFIIIC-class transcription factor complex binding [GO:0001156]; translation regulator activity [GO:0045182]	Serine/threonine-protein kinase mTOR	206	41	True	False
69	CHEMBL4822	P56817	BACE1_HUMAN	Beta-secretase 1 (EC 3.4.23.46) (Aspartyl protease 2) (ASP2) (Asp 2) (Beta-site amyloid precursor protein cleaving enzyme 1) (Beta-site APP cleaving enzyme 1) (Memapsin-2) (Membrane-associated aspartic protease 2)	Peptidase A1 family	Homo sapiens (Human)	3.4.23.46	BACE1	amyloid-beta binding [GO:0001540]; aspartic-type endopeptidase activity [GO:0004190]; beta-aspartyl-peptidase activity [GO:0008798]; endopeptidase activity [GO:0004175]; enzyme binding [GO:0019899]; peptidase activity [GO:0008233]	Beta-secretase 1	202	19	False	True
70	CHEMBL280	P45452	MMP13_HUMAN	Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)	Peptidase M10A family	Homo sapiens (Human)	3.4.24.-	MMP13	calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; endopeptidase activity [GO:0004175]; metalloendopeptidase activity [GO:0004222]; serine-type endopeptidase activity [GO:0004252]; zinc ion binding [GO:0008270]	Collagenase 3	201	23	True	False
71	CHEMBL3473	P51677	CCR3_HUMAN	C-C chemokine receptor type 3 (C C CKR3) (C-C CKR-3) (CC-CKR-3) (CCR-3) (CCR3) (CKR 3) (CKR3) (Eosinophil eotaxin receptor) (CD antigen CD193)	G-protein coupled receptor 1 family	Homo sapiens (Human)		CCR3	C-C chemokine binding [GO:0019957]; C-C chemokine receptor activity [GO:0016493]; chemokine receptor activity [GO:0004950]	C-C chemokine receptor type 3	200	35	False	True
72	CHEMBL3510	Q9ULX7	CAH14_HUMAN	Carbonic anhydrase 14 (EC 4.2.1.1) (Carbonate dehydratase XIV) (Carbonic anhydrase XIV) (CA-XIV)	Alpha-carbonic anhydrase family	Homo sapiens (Human)	4.2.1.1	CA14	carbonate dehydratase activity [GO:0004089]; hydro-lyase activity [GO:0016836]; zinc ion binding [GO:0008270]	Carbonic anhydrase 14	199	30	True	False
73	CHEMBL2617	Q15661	TRYB1_HUMAN	Tryptase alpha/beta-1 (Tryptase-1) (EC 3.4.21.59) (Tryptase I) (Tryptase alpha-1)	Peptidase S1 family, Tryptase subfamily	Homo sapiens (Human)	3.4.21.59	TPSAB1	identical protein binding [GO:0042802]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]	Tryptase alpha/beta-1	196	13	False	True
74	CHEMBL1899	P46098	5HT3A_HUMAN	5-hydroxytryptamine receptor 3A (5-HT3-A) (5-HT3A) (5-hydroxytryptamine receptor 3) (5-HT-3) (5-HT3R) (Serotonin receptor 3A) (Serotonin-gated ion channel receptor)	Ligand-gated ion channel (TC 1.A.9) family, 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily, HTR3A sub-subfamily	Homo sapiens (Human)		HTR3A	neurotransmitter receptor activity [GO:0030594]; serotonin binding [GO:0051378]; serotonin-gated cation-selective channel activity [GO:0022850]; transmembrane signaling receptor activity [GO:0004888]	5-hydroxytryptamine receptor 3A	187	11	True	False
75	CHEMBL6136	O60341	KDM1A_HUMAN	Lysine-specific histone demethylase 1A (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2) ([histone H3]-dimethyl-L-lysine(4) FAD-dependent demethylase 1A)	Flavin monoamine oxidase family	Homo sapiens (Human)	1.14.99.66	KDM1A	androgen receptor binding [GO:0050681]; chromatin binding [GO:0003682]; demethylase activity [GO:0032451]; enzyme binding [GO:0019899]; flavin adenine dinucleotide binding [GO:0050660]; histone demethylase activity [GO:0032452]; histone demethylase activity (H3-dimethyl-K4 specific) [GO:0034648]; histone demethylase activity (H3-K4 specific) [GO:0032453]; histone demethylase activity (H3-K9 specific) [GO:0032454]; MRF binding [GO:0043426]; nuclear receptor coactivator activity [GO:0030374]; oxidoreductase activity [GO:0016491]; p53 binding [GO:0002039]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; telomeric repeat-containing RNA binding [GO:0061752]; transcription factor binding [GO:0008134]	Lysine-specific histone demethylase 1A	183	17	False	True
